2019-09-26 10:02:33,,很不错，物流也很快，最重要的是很实惠，下次还会来。
2019-09-05 18:25:44,,后悔做活动的时候没买多几瓶
2019-04-20 14:21:24,,还没品尝，品后追评
2019-04-18 18:15:07,,是正品，口感很好
2018-07-13 13:14:32,,还没试试过再追评
2019-03-09 13:40:08,,还可以
2018-04-27 09:59:56,,和图片不符，不是想要的那种，喝有点涩酸，个人觉得不好喝，买了两天降了几十块，有点不值
2018-06-15 16:09:25,,还没喝，朋友推荐的，应该还不错
2018-10-03 00:09:29,,此用户没有填写评论!
2017-11-15 12:36:36,,划算
2017-11-17 20:20:36,,行
2018-02-19 11:19:05,,此用户没有填写评论!
2018-04-13 21:29:04,,好
2017-11-14 20:10:47,,性价比超高
2018-06-19 22:08:26,,酒挺好的 100%是正品
2018-06-13 17:30:13,,还没有喝，等喝了再评
2018-06-12 22:40:56,,感觉还行
2018-03-08 22:03:07,,好评
2019-01-16 14:35:30,,很划算
2017-11-30 10:17:47,,非常好，非常喜欢，家人都觉得很好，全五分好评，非常非常棒
2018-06-03 23:59:44,,还没喝，包装完好。
2018-06-09 17:23:20,,"质量还不错，基本与卖家描述的一致，比较满意,喜欢，超出期望值，发货速度也比较快，包装也比较仔细、严实，物流公司服务态度好，运送速度很快，很满意的一次购物，推荐"
2018-07-06 14:07:41,,没有喝，不知道味道怎么样。包装很好。
2018-01-29 19:44:09,,不错，挺好的
2018-04-26 14:05:05,,很快就收到了，还没喝，习惯好评
2018-07-25 19:38:17,,末喝
2019-03-02 11:54:21,,vhhj
2017-11-13 23:45:17,,试过再评
2019-03-04 16:17:27,,不错
2018-07-03 19:52:51,,还没喝
2018-08-18 00:47:16,,还行吧，这个西拉似乎没有设拉子的好！
2019-03-04 16:17:17,,不错
2018-02-08 22:04:24,,冲着官方旗舰店去。
2018-02-10 00:00:10,,还没喝，喝过后再评
2018-03-13 08:32:02,,包装到位，酒年份很新，屯着，会继续关注，好评呢。
2018-02-23 19:40:20,,之所以兴起对酒的兴趣源于好友对这杯中物的热爱，从学生时代开始就每每看她们醉的一塌糊涂，但下次还照喝不误。红酒固然是一种文化，品酒又何尝不是学问？酒（可以）温、透气、酒色译名、酒香、招纸、酒价（也可以）酒书、酒瓶、酒杯、储酒、酒龄、蜡烛酒客到年份，无一不讲究
2018-05-10 23:10:43,,很好
2019-02-25 21:28:05,,可以，物廉价美
2017-11-15 11:42:47,,看着还行吧，没喝，以后再喝
2018-05-24 21:05:45,,喝了蛮多寇兰山，是正品。棒
2018-10-05 09:44:51,,此用户没有填写评论!
2018-09-24 20:12:50,,第二次购买 正品无疑 大家中秋快乐 那就一起奔富吧。
2017-12-13 14:56:03,,力度没以前大，到东西正宗，老客户了
2018-04-13 21:27:42,,好
2017-11-19 22:48:42,,还未开喝，先给好评吧
2018-01-25 14:54:40,,划算
2019-09-26 10:02:33,,很不错，物流也很快，最重要的是很实惠，下次还会来。
2019-09-05 18:25:44,,后悔做活动的时候没买多几瓶
2019-04-20 14:21:24,,还没品尝，品后追评
2019-04-18 18:15:07,,是正品，口感很好
2018-07-13 13:14:32,,还没试试过再追评
2019-03-09 13:40:08,,还可以
2018-04-27 09:59:56,,和图片不符，不是想要的那种，喝有点涩酸，个人觉得不好喝，买了两天降了几十块，有点不值
2018-06-15 16:09:25,,还没喝，朋友推荐的，应该还不错
2018-10-03 00:09:29,,此用户没有填写评论!
2017-11-15 12:36:36,,划算
2017-11-17 20:20:36,,行
2018-02-19 11:19:05,,此用户没有填写评论!
2018-04-13 21:29:04,,好
2017-11-14 20:10:47,,性价比超高
2018-06-19 22:08:26,,酒挺好的 100%是正品
2018-06-13 17:30:13,,还没有喝，等喝了再评
2018-06-12 22:40:56,,感觉还行
2018-03-08 22:03:07,,好评
2019-01-16 14:35:30,,很划算
2017-11-30 10:17:47,,非常好，非常喜欢，家人都觉得很好，全五分好评，非常非常棒
2018-06-03 23:59:44,,还没喝，包装完好。
2018-06-09 17:23:20,,"质量还不错，基本与卖家描述的一致，比较满意,喜欢，超出期望值，发货速度也比较快，包装也比较仔细、严实，物流公司服务态度好，运送速度很快，很满意的一次购物，推荐"
2018-07-06 14:07:41,,没有喝，不知道味道怎么样。包装很好。
2018-01-29 19:44:09,,不错，挺好的
2018-04-26 14:05:05,,很快就收到了，还没喝，习惯好评
2018-07-25 19:38:17,,末喝
2019-03-02 11:54:21,,vhhj
2017-11-13 23:45:17,,试过再评
2019-03-04 16:17:27,,不错
2018-07-03 19:52:51,,还没喝
2018-08-18 00:47:16,,还行吧，这个西拉似乎没有设拉子的好！
2019-03-04 16:17:17,,不错
2018-02-08 22:04:24,,冲着官方旗舰店去。
2018-02-10 00:00:10,,还没喝，喝过后再评
2018-03-13 08:32:02,,包装到位，酒年份很新，屯着，会继续关注，好评呢。
2018-02-23 19:40:20,,之所以兴起对酒的兴趣源于好友对这杯中物的热爱，从学生时代开始就每每看她们醉的一塌糊涂，但下次还照喝不误。红酒固然是一种文化，品酒又何尝不是学问？酒（可以）温、透气、酒色译名、酒香、招纸、酒价（也可以）酒书、酒瓶、酒杯、储酒、酒龄、蜡烛酒客到年份，无一不讲究
2018-05-10 23:10:43,,很好
2019-02-25 21:28:05,,可以，物廉价美
2017-11-15 11:42:47,,看着还行吧，没喝，以后再喝
2018-05-24 21:05:45,,喝了蛮多寇兰山，是正品。棒
2018-10-05 09:44:51,,此用户没有填写评论!
2018-09-24 20:12:50,,第二次购买 正品无疑 大家中秋快乐 那就一起奔富吧。
2017-12-13 14:56:03,,力度没以前大，到东西正宗，老客户了
2018-04-13 21:27:42,,好
2017-11-19 22:48:42,,还未开喝，先给好评吧
2018-01-25 14:54:40,,划算
