2019-10-15 11:00:51,颜色分类:202,真的特别棒，也没有色差，特别喜欢这个色号，涂上效果超棒  喜欢羊皮的手感摸着好好啊，颜值非常的高，颜色很好看，上色效果很好挺好的，滋润而不油腻，用过好几个打牌了感觉这还算不错
2019-10-15 15:20:15,颜色分类:305,特别好看这个颜色，真实颜色稍微淡一点，外壳手感很好，包装也很精致，上色效果很好挺好的，羊皮的手感摸着好，比较适合黄皮，显肤色好看，薄涂偏玫调，上色效果很好挺好的，厚涂很霸气，香味确实挺浓烈，真的很好。
2019-10-14 14:53:52,颜色分类:304,"纪梵希口红收到了，还是第一次用，挺好的，外壳手感很好，很自然，不拔干，颜色超级喜欢。气味香甜，不刺鼻。滋润而不油腻子涂上去就是不一样 ,包装好看，送给朋友。"
2019-10-15 17:31:57,颜色分类:306,很滋润一点也不拔干，比较适合黄皮，特别显白，颜色都很好，送礼正合适。颜值非常的高，颜色很好看，上色效果很好挺好的，滋润而不油腻，用过好几个打牌了感觉这还算是不错的，还会继续追这个品牌的。好评
2019-10-16 13:30:35,颜色分类:304,喜欢。颜值非常的高，棕调的正红色，很有气场，薄涂显得温柔，厚涂很霸气，很喜欢呐。 气味香甜，不刺鼻，滋润而不要油腻，涂上去就是不一样喜欢300值了，纪梵希口红收到了，还是第一次用，挺好的，外壳手感很好，很自然，不拔干，颜色超级喜欢。一点都不干，很滋润，超级显白！美腻了呦。在其他家不敢买，怕假，在官网上值得信赖！
2019-10-15 15:43:05,颜色分类:306,颜值非常的高，颜色很好看，上色效果很好挺好的，滋润而不油腻，用过好几个打牌了感觉这还算是不错的，还是比较适合我。棕调的正红色，很有气场，薄涂显得温柔，厚涂很霸气，很喜欢呐。 外形经典大方
2019-10-16 13:04:15,颜色分类:305,，显肤色好看，薄涂偏玫调，上色效果很好挺好的，厚涂很霸气，香味确实挺浓烈，真的很好。上的颜色，颜值非常的高，颜色很好看，上色效果很好挺好的，滋润而不油腻，用过好几个打牌了感觉这还算是不错的，还是比较适合我。棕调的正红色，很有气场，薄涂显得温柔，厚涂很霸气
2019-10-15 22:02:04,颜色分类:306,整体描述：挺好的，这是我第一次在网上买大牌口红，还担心会不好，喜欢，也是我的第一支大牌口红，就选他家买的，包装也很好，快递也很快，很喜欢，还没有用不知道上妆效果怎么样，用再来评价，喜欢的小仙女们可以购买了
2019-10-14 09:25:31,颜色分类:204,上妆效果：新手可用，随便一抹就很出彩 个人情况：第一次用这种比较深色的唇膏，比预想要好 持久情况：持久不晕染，不易脱色但好卸 整体描述：外观高大上，淡淡的芳香 适合肤质：适合比较白皙的肤色
2019-10-09 20:01:50,颜色分类:N333,年度最爱色号！绝对要选333！薄涂厚涂都超级超级好看！ 薄涂一丢丢抿开有种水蜜桃的感觉，显得整个唇妆很可爱，厚涂的话就是妥妥的女王气场，适合带全妆用，厚涂也非常显白～ 正好国庆出门懒得带很多东西，带上一支333，见家长或者和小伙伴去蹦迪都可以用！赞
2019-10-06 20:20:54,颜色分类:306,很喜欢  很满意的一次网购😍😍 包装也很精致噢  喜欢的小姐姐赶紧入手吧😊😊
2019-10-14 15:34:32,颜色分类:N316,包装精美，颜色纯正，不起皮，不干燥，一上午也不脱色，很好看，口红很高级。
2019-10-11 23:03:37,颜色分类:306,别说，我太喜欢了。光是包装上看就显得高端大气上档次😂😂😂特别喜欢颜色，也非常好看。很喜欢
2019-10-12 00:29:08,颜色分类:306,"上妆效果：挺好看的，很好看,  跟图片有点不一样，这个是根据唇色，每个人的感觉都不一样。比图片上的还要好看，橘色调   整体描述：小羊皮材质，手感超级好，高端大气上档次，不错不错很不错 持久情况：持久效果还不错，毕竟不能要求口红不沾杯，但是还不错啦"
2019-10-13 14:09:51,颜色分类:306,可以说是超级好用了，女朋友非常喜欢这个颜色，很滋润。
2019-10-13 23:05:20,颜色分类:305,送给喜欢的她，并在在外包装画了简单的漫画，只希望她能喜欢。
2019-10-09 00:29:41,颜色分类:N333,这是我入手的第二支小羊皮，第一支是风超大的306番茄红，太喜欢小羊皮的质地了，迫不及待再入一支！这支333也超惊喜～薄涂的时候偏番茄红，衬得气色超好。厚涂就厉害了，很正的红色，性感有气场，而且超显白，爱得不了，天天涂停不下来！
2019-09-30 20:11:49,颜色分类:304,纪梵希口红收到了，还是第一次用，挺好的，外壳手感很好，很自然，不拔干，颜色超级喜欢。
2019-10-10 23:58:58,颜色分类:306,特别喜欢，很滋润一点也不拔干，颜色也很好看。喜欢喜欢，嘻嘻(♡˙︶˙♡)
2019-10-14 09:07:13,颜色分类:325,宝贝包装精美，高端大气上档次，口红有锁扣，感觉设计很人性化，很贴心！颜色漂亮，很显肤色，感觉滋润度不错。
2019-10-16 14:52:21,颜色分类:304,"上妆效果：挺好看的，很好看,  跟图片有点不一样，这个是根据唇色，每个人的感觉都不一样。比图片上的还要好看，橘色调   整体描述：小羊皮材质，手感超级好，高端大气上档次，不错不错很不错 持久情况：持久效果还不错，毕竟不能要求口红不沾杯，但是还不错啦"
2019-10-13 15:28:54,颜色分类:N333,真的爱了，很滋润，上色很好看。
2019-10-13 14:46:21,颜色分类:N333,哈哈，好美的GIVE**HY，小羊皮做工真的超级好，好喜欢，有点舍不得用🥰🥰
2019-10-13 14:30:07,颜色分类:N334,包装精美，味道好闻，滋润度好，有质感。
2019-10-10 15:45:45,颜色分类:N333,上妆效果：适合嘴唇发紫的 适合肤质：比较适合黄皮，特别显白 之前是买了小样，试过才买到，特别喜欢
2019-10-14 11:28:47,颜色分类:307,好看好看，非常好看，大家可以放心买，很显白哦😊
2019-10-15 18:26:50,颜色分类:306,上妆效果：可以 个人情况：有点干 挺好的，送给自己的礼物，物流特别快，很喜欢手感很好，包装高大上，送人也可以的 持久情况：还可以
